age_group,proficiency_level,event_name,topic,difficulty_level,content_type,question,correct_answer,is_correct,response_time_sec,hint_used,attempts,next_recommended_difficulty
Teen,Intermediate,Indus Valley Civilization,Culture,Hard,Simulation,How did Indus Valley Civilization influence society? (ID-608),strategic decision,0,25,Yes,1,Medium
Adult,Beginner,Cold War,Politics,Medium,Simulation,How did Cold War influence society? (ID-624),strategic decision,0,32,Yes,1,Easy
Child,Advanced,World War II,War,Easy,Simulation,Who were key figures in World War II? (ID-14),strategic decision,1,30,No,3,Medium
Teen,Advanced,Indus Valley Civilization,Culture,Easy,Challenge,What were the consequences of Indus Valley Civilization? (ID-679),historical explanation,1,37,Yes,2,Medium
Adult,Intermediate,World War II,War,Medium,Quiz,When did World War II begin? (ID-590),1789,1,11,No,1,Hard
Adult,Advanced,Ancient Egypt,Culture,Hard,Challenge,When did Ancient Egypt begin? (ID-275),historical explanation,1,11,Yes,2,Hard
Child,Beginner,American Revolution,Revolution,Easy,Simulation,Explain the impact of American Revolution (ID-35),strategic decision,0,25,Yes,1,Easy
Child,Advanced,Roman Empire,Politics,Easy,Challenge,When did Roman Empire begin? (ID-84),historical explanation,1,25,No,2,Medium
Child,Beginner,Ancient Egypt,Culture,Medium,Simulation,Why is Ancient Egypt important? (ID-1398),strategic decision,0,8,No,3,Easy
Adult,Intermediate,Cold War,Politics,Easy,Simulation,Explain the impact of Cold War (ID-1149),strategic decision,1,39,Yes,1,Medium
Child,Beginner,Indus Valley Civilization,Culture,Medium,Simulation,Describe key events of Indus Valley Civilization (ID-1399),strategic decision,0,36,Yes,1,Easy
Child,Beginner,Indus Valley Civilization,Culture,Medium,Quiz,What were the consequences of Indus Valley Civilization? (ID-1494),1776,0,40,No,3,Easy
Child,Beginner,French Revolution,Revolution,Easy,Quiz,Who were key figures in French Revolution? (ID-1120),1945,1,24,No,3,Medium
Adult,Intermediate,Ancient Egypt,Culture,Hard,Simulation,What was the outcome of Ancient Egypt? (ID-1046),strategic decision,0,16,No,3,Medium
Teen,Beginner,French Revolution,Revolution,Easy,Quiz,Why is French Revolution important? (ID-976),1945,1,34,No,1,Medium
Teen,Beginner,French Revolution,Revolution,Easy,Simulation,What role did leadership play in French Revolution? (ID-36),strategic decision,1,29,Yes,1,Medium
Teen,Advanced,Cold War,Politics,Medium,Quiz,Who were key figures in Cold War? (ID-896),1789,1,31,Yes,3,Hard
Adult,Advanced,Roman Empire,Politics,Hard,Simulation,Explain the impact of Roman Empire (ID-577),strategic decision,0,14,Yes,2,Medium
Child,Intermediate,Industrial Revolution,Culture,Hard,Simulation,When did Industrial Revolution begin? (ID-749),strategic decision,0,30,Yes,1,Medium
Adult,Advanced,World War II,War,Easy,Quiz,When did World War II begin? (ID-532),1776,1,37,Yes,3,Medium
Teen,Beginner,French Revolution,Revolution,Hard,Challenge,When did French Revolution begin? (ID-159),historical explanation,0,24,No,3,Medium
Teen,Beginner,World War I,War,Hard,Challenge,What were the consequences of World War I? (ID-736),historical explanation,0,32,Yes,1,Medium
Child,Advanced,World War II,War,Hard,Simulation,When did World War II begin? (ID-1437),strategic decision,1,40,Yes,1,Hard
Adult,Advanced,American Revolution,Revolution,Hard,Quiz,What were the consequences of American Revolution? (ID-1360),1776,1,5,Yes,2,Hard
Teen,Advanced,Cold War,Politics,Medium,Quiz,When did Cold War begin? (ID-1249),1939,1,19,Yes,1,Hard
Adult,Advanced,World War II,War,Easy,Quiz,Why is World War II important? (ID-1208),1914,1,29,No,3,Medium
Teen,Beginner,World War II,War,Hard,Quiz,What role did leadership play in World War II? (ID-931),1945,0,19,No,2,Medium
Child,Advanced,World War I,War,Medium,Quiz,Who were key figures in World War I? (ID-74),1776,1,20,No,3,Hard
Child,Beginner,Indus Valley Civilization,Culture,Medium,Simulation,Explain the impact of Indus Valley Civilization (ID-445),strategic decision,0,29,No,1,Easy
Teen,Intermediate,Ancient Egypt,Culture,Hard,Challenge,What caused Ancient Egypt? (ID-1283),historical explanation,1,21,No,1,Hard
Child,Intermediate,Ancient Egypt,Culture,Medium,Challenge,When did Ancient Egypt begin? (ID-779),historical explanation,1,15,No,1,Hard
Teen,Advanced,French Revolution,Revolution,Medium,Simulation,Describe key events of French Revolution (ID-125),strategic decision,1,38,Yes,2,Hard
Teen,Intermediate,World War II,War,Medium,Simulation,What caused World War II? (ID-323),strategic decision,1,6,No,1,Hard
Child,Beginner,French Revolution,Revolution,Medium,Simulation,Why is French Revolution important? (ID-791),strategic decision,0,23,Yes,1,Easy
Adult,Advanced,Industrial Revolution,Culture,Medium,Simulation,What role did leadership play in Industrial Revolution? (ID-1414),strategic decision,1,19,Yes,2,Hard
Child,Intermediate,Indus Valley Civilization,Culture,Easy,Challenge,What caused Indus Valley Civilization? (ID-333),historical explanation,1,20,Yes,1,Medium
Teen,Advanced,American Revolution,Revolution,Medium,Quiz,Why is American Revolution important? (ID-120),1789,1,39,No,1,Hard
Child,Intermediate,Industrial Revolution,Culture,Hard,Quiz,What caused Industrial Revolution? (ID-475),1776,1,27,No,2,Hard
Adult,Advanced,Roman Empire,Politics,Hard,Quiz,What role did leadership play in Roman Empire? (ID-885),1939,1,11,No,1,Hard
Teen,Beginner,Ancient Egypt,Culture,Medium,Quiz,Explain the impact of Ancient Egypt (ID-1178),1776,0,21,Yes,3,Easy
Teen,Intermediate,American Revolution,Revolution,Medium,Quiz,What was the outcome of American Revolution? (ID-30),1914,1,12,Yes,2,Hard
Teen,Beginner,Industrial Revolution,Culture,Easy,Quiz,When did Industrial Revolution begin? (ID-225),1939,1,24,Yes,2,Medium
Adult,Beginner,Indus Valley Civilization,Culture,Hard,Quiz,How did Indus Valley Civilization influence society? (ID-414),1914,0,40,Yes,3,Medium
Teen,Intermediate,Ancient Egypt,Culture,Hard,Simulation,Who were key figures in Ancient Egypt? (ID-321),strategic decision,0,12,No,1,Medium
Adult,Intermediate,Indus Valley Civilization,Culture,Medium,Challenge,What role did leadership play in Indus Valley Civilization? (ID-244),historical explanation,0,7,No,1,Easy
Teen,Beginner,Roman Empire,Politics,Easy,Challenge,How did Roman Empire influence society? (ID-410),historical explanation,1,31,No,2,Medium
Child,Advanced,Roman Empire,Politics,Medium,Simulation,Describe key events of Roman Empire (ID-908),strategic decision,1,5,No,3,Hard
Adult,Advanced,American Revolution,Revolution,Medium,Quiz,What caused American Revolution? (ID-1251),1914,1,20,No,1,Hard
Child,Beginner,Industrial Revolution,Culture,Hard,Simulation,Explain the impact of Industrial Revolution (ID-389),strategic decision,0,25,Yes,3,Medium
Adult,Advanced,World War I,War,Hard,Challenge,When did World War I begin? (ID-256),historical explanation,1,29,No,3,Hard
Adult,Advanced,Cold War,Politics,Easy,Quiz,What were the consequences of Cold War? (ID-91),1914,0,16,Yes,1,Easy
Child,Beginner,Cold War,Politics,Hard,Quiz,What was the outcome of Cold War? (ID-50),1789,0,5,No,1,Medium
Child,Intermediate,French Revolution,Revolution,Medium,Challenge,What role did leadership play in French Revolution? (ID-641),historical explanation,1,36,Yes,2,Hard
Adult,Intermediate,French Revolution,Revolution,Easy,Quiz,Explain the impact of French Revolution (ID-1185),1945,1,12,Yes,2,Medium
Child,Advanced,French Revolution,Revolution,Medium,Simulation,When did French Revolution begin? (ID-1276),strategic decision,1,26,Yes,2,Hard
Adult,Advanced,French Revolution,Revolution,Easy,Simulation,Explain the impact of French Revolution (ID-294),strategic decision,0,28,No,3,Easy
Adult,Advanced,Cold War,Politics,Hard,Quiz,How did Cold War influence society? (ID-345),1789,0,30,Yes,3,Medium
Child,Advanced,Cold War,Politics,Easy,Quiz,What were the consequences of Cold War? (ID-1183),1789,1,28,No,3,Medium
Teen,Beginner,Cold War,Politics,Easy,Simulation,What were the consequences of Cold War? (ID-252),strategic decision,1,12,No,1,Medium
Child,Advanced,French Revolution,Revolution,Easy,Simulation,Describe key events of French Revolution (ID-89),strategic decision,1,16,Yes,2,Medium
Child,Intermediate,American Revolution,Revolution,Medium,Simulation,Explain the impact of American Revolution (ID-1357),strategic decision,1,19,Yes,3,Hard
Adult,Advanced,Roman Empire,Politics,Easy,Challenge,How did Roman Empire influence society? (ID-381),historical explanation,1,30,No,2,Medium
Teen,Advanced,French Revolution,Revolution,Hard,Quiz,Explain the impact of French Revolution (ID-905),1939,1,13,Yes,2,Hard
Adult,Advanced,American Revolution,Revolution,Hard,Simulation,What role did leadership play in American Revolution? (ID-1471),strategic decision,0,37,No,3,Medium
Child,Beginner,Cold War,Politics,Medium,Quiz,What caused Cold War? (ID-1098),1776,1,11,Yes,3,Hard
Teen,Intermediate,Cold War,Politics,Medium,Challenge,Describe key events of Cold War (ID-1491),historical explanation,1,39,No,1,Hard
Teen,Beginner,Cold War,Politics,Easy,Challenge,When did Cold War begin? (ID-1275),historical explanation,1,13,Yes,3,Medium
Adult,Beginner,Roman Empire,Politics,Hard,Challenge,What was the outcome of Roman Empire? (ID-694),historical explanation,0,5,Yes,1,Medium
Adult,Beginner,American Revolution,Revolution,Medium,Challenge,Why is American Revolution important? (ID-491),historical explanation,0,34,No,2,Easy
Adult,Advanced,Indus Valley Civilization,Culture,Medium,Challenge,What was the outcome of Indus Valley Civilization? (ID-946),historical explanation,0,23,No,2,Easy
Child,Advanced,Cold War,Politics,Hard,Quiz,Explain the impact of Cold War (ID-1450),1945,0,10,No,3,Medium
Adult,Beginner,American Revolution,Revolution,Hard,Simulation,What role did leadership play in American Revolution? (ID-337),strategic decision,1,38,No,2,Hard
Adult,Beginner,American Revolution,Revolution,Medium,Challenge,What caused American Revolution? (ID-1082),historical explanation,0,25,Yes,1,Easy
Teen,Advanced,World War I,War,Easy,Challenge,Who were key figures in World War I? (ID-327),historical explanation,1,24,No,1,Medium
Adult,Intermediate,Ancient Egypt,Culture,Medium,Quiz,Who were key figures in Ancient Egypt? (ID-688),1914,0,8,No,3,Easy
Teen,Advanced,Indus Valley Civilization,Culture,Medium,Quiz,Why is Indus Valley Civilization important? (ID-704),1939,1,16,Yes,2,Hard
Adult,Beginner,Indus Valley Civilization,Culture,Easy,Simulation,Why is Indus Valley Civilization important? (ID-1064),strategic decision,0,11,No,3,Easy
Teen,Advanced,Industrial Revolution,Culture,Medium,Simulation,Describe key events of Industrial Revolution (ID-678),strategic decision,1,16,No,2,Hard
Child,Beginner,Cold War,Politics,Medium,Quiz,Why is Cold War important? (ID-513),1776,1,39,Yes,3,Hard
Teen,Beginner,Indus Valley Civilization,Culture,Medium,Simulation,Why is Indus Valley Civilization important? (ID-314),strategic decision,1,15,Yes,3,Hard
Adult,Advanced,Ancient Egypt,Culture,Medium,Challenge,What was the outcome of Ancient Egypt? (ID-1396),historical explanation,1,24,Yes,1,Hard
Teen,Intermediate,Cold War,Politics,Hard,Quiz,What role did leadership play in Cold War? (ID-497),1776,1,9,Yes,2,Hard
Child,Advanced,Cold War,Politics,Hard,Simulation,Why is Cold War important? (ID-883),strategic decision,1,25,No,3,Hard
Teen,Intermediate,American Revolution,Revolution,Hard,Quiz,When did American Revolution begin? (ID-987),1945,1,34,No,3,Hard
Child,Advanced,World War I,War,Medium,Simulation,How did World War I influence society? (ID-1217),strategic decision,1,30,Yes,2,Hard
Adult,Beginner,French Revolution,Revolution,Easy,Quiz,What caused French Revolution? (ID-1255),1776,1,20,No,1,Medium
Teen,Intermediate,World War I,War,Hard,Quiz,Describe key events of World War I (ID-1004),1776,1,30,Yes,1,Hard
Teen,Beginner,French Revolution,Revolution,Medium,Simulation,What were the consequences of French Revolution? (ID-670),strategic decision,0,10,Yes,2,Easy
Child,Beginner,Ancient Egypt,Culture,Medium,Simulation,What caused Ancient Egypt? (ID-1283),strategic decision,1,39,Yes,3,Hard
Child,Intermediate,French Revolution,Revolution,Easy,Challenge,What were the consequences of French Revolution? (ID-1127),historical explanation,0,26,No,2,Easy
Child,Advanced,Industrial Revolution,Culture,Medium,Challenge,Explain the impact of Industrial Revolution (ID-763),historical explanation,1,18,No,3,Hard
Adult,Advanced,Roman Empire,Politics,Easy,Challenge,How did Roman Empire influence society? (ID-697),historical explanation,1,11,No,2,Medium
Adult,Beginner,World War II,War,Hard,Simulation,What caused World War II? (ID-200),strategic decision,0,9,No,1,Medium
Teen,Advanced,Cold War,Politics,Medium,Quiz,What were the consequences of Cold War? (ID-869),1939,0,21,No,3,Easy
Teen,Intermediate,Cold War,Politics,Medium,Quiz,What was the outcome of Cold War? (ID-916),1945,1,36,No,1,Hard
Child,Advanced,Cold War,Politics,Hard,Quiz,What were the consequences of Cold War? (ID-1183),1914,1,19,No,3,Hard
Child,Intermediate,Industrial Revolution,Culture,Medium,Quiz,Explain the impact of Industrial Revolution (ID-218),1939,0,6,No,2,Easy
Adult,Advanced,Industrial Revolution,Culture,Medium,Quiz,Describe key events of Industrial Revolution (ID-238),1789,1,5,No,2,Hard
Teen,Advanced,World War II,War,Hard,Simulation,What role did leadership play in World War II? (ID-1409),strategic decision,0,18,Yes,1,Medium
Adult,Beginner,Industrial Revolution,Culture,Easy,Challenge,How did Industrial Revolution influence society? (ID-833),historical explanation,1,37,No,1,Medium
Child,Intermediate,French Revolution,Revolution,Easy,Quiz,How did French Revolution influence society? (ID-881),1776,1,37,Yes,1,Medium
Child,Intermediate,Roman Empire,Politics,Medium,Challenge,How did Roman Empire influence society? (ID-1188),historical explanation,1,30,No,3,Hard
Child,Advanced,World War I,War,Easy,Simulation,Who were key figures in World War I? (ID-447),strategic decision,1,16,No,2,Medium
Teen,Advanced,Industrial Revolution,Culture,Hard,Challenge,Explain the impact of Industrial Revolution (ID-856),historical explanation,0,11,No,2,Medium
Teen,Advanced,American Revolution,Revolution,Medium,Challenge,What were the consequences of American Revolution? (ID-801),historical explanation,1,11,No,2,Hard
Child,Advanced,Cold War,Politics,Hard,Simulation,What role did leadership play in Cold War? (ID-1052),strategic decision,1,30,No,2,Hard
Adult,Beginner,Industrial Revolution,Culture,Medium,Simulation,What were the consequences of Industrial Revolution? (ID-438),strategic decision,1,6,No,1,Hard
Adult,Advanced,Industrial Revolution,Culture,Hard,Simulation,What role did leadership play in Industrial Revolution? (ID-204),strategic decision,1,32,No,3,Hard
Teen,Advanced,French Revolution,Revolution,Hard,Quiz,Explain the impact of French Revolution (ID-390),1939,1,38,No,3,Hard
Adult,Beginner,Indus Valley Civilization,Culture,Medium,Quiz,What role did leadership play in Indus Valley Civilization? (ID-834),1945,1,34,No,3,Hard
Teen,Beginner,Cold War,Politics,Easy,Challenge,Describe key events of Cold War (ID-1250),historical explanation,1,32,Yes,2,Medium
Child,Intermediate,Cold War,Politics,Hard,Quiz,Describe key events of Cold War (ID-1109),1789,1,7,Yes,1,Hard
Teen,Advanced,Ancient Egypt,Culture,Easy,Simulation,How did Ancient Egypt influence society? (ID-490),strategic decision,1,24,No,2,Medium
Adult,Intermediate,World War II,War,Hard,Simulation,How did World War II influence society? (ID-1084),strategic decision,1,18,Yes,3,Hard
Child,Intermediate,Industrial Revolution,Culture,Medium,Quiz,Explain the impact of Industrial Revolution (ID-58),1776,0,32,No,1,Easy
Adult,Beginner,Roman Empire,Politics,Hard,Challenge,Who were key figures in Roman Empire? (ID-1483),historical explanation,0,27,Yes,1,Medium
Child,Beginner,Cold War,Politics,Hard,Quiz,Explain the impact of Cold War (ID-1307),1789,1,5,Yes,2,Hard
Adult,Intermediate,French Revolution,Revolution,Easy,Challenge,Why is French Revolution important? (ID-568),historical explanation,1,19,Yes,3,Medium
Child,Advanced,Industrial Revolution,Culture,Easy,Simulation,Who were key figures in Industrial Revolution? (ID-135),strategic decision,1,40,No,2,Medium
Child,Advanced,French Revolution,Revolution,Hard,Quiz,When did French Revolution begin? (ID-731),1945,1,18,Yes,3,Hard
Child,Beginner,Cold War,Politics,Easy,Challenge,When did Cold War begin? (ID-1013),historical explanation,0,23,Yes,2,Easy
Teen,Advanced,World War II,War,Medium,Simulation,Describe key events of World War II (ID-160),strategic decision,1,10,Yes,3,Hard
Teen,Beginner,Industrial Revolution,Culture,Hard,Simulation,Describe key events of Industrial Revolution (ID-1069),strategic decision,0,30,No,2,Medium
Adult,Advanced,American Revolution,Revolution,Medium,Challenge,What role did leadership play in American Revolution? (ID-90),historical explanation,1,15,Yes,2,Hard
Adult,Advanced,Ancient Egypt,Culture,Medium,Simulation,Explain the impact of Ancient Egypt (ID-756),strategic decision,1,15,Yes,3,Hard
Teen,Intermediate,Industrial Revolution,Culture,Hard,Quiz,What role did leadership play in Industrial Revolution? (ID-1108),1914,0,34,Yes,2,Medium
Child,Beginner,World War I,War,Hard,Simulation,Who were key figures in World War I? (ID-447),strategic decision,0,29,Yes,2,Medium
Teen,Advanced,American Revolution,Revolution,Easy,Challenge,What was the outcome of American Revolution? (ID-443),historical explanation,1,19,Yes,3,Medium
Child,Advanced,French Revolution,Revolution,Hard,Quiz,When did French Revolution begin? (ID-748),1776,1,32,No,1,Hard
Child,Intermediate,Industrial Revolution,Culture,Easy,Simulation,How did Industrial Revolution influence society? (ID-1145),strategic decision,1,28,Yes,2,Medium
Adult,Intermediate,Roman Empire,Politics,Medium,Challenge,What caused Roman Empire? (ID-1284),historical explanation,0,27,No,1,Easy
Child,Beginner,American Revolution,Revolution,Medium,Simulation,Who were key figures in American Revolution? (ID-288),strategic decision,1,8,Yes,1,Hard
Child,Intermediate,World War I,War,Easy,Quiz,Who were key figures in World War I? (ID-92),1945,1,17,No,2,Medium
Teen,Intermediate,World War I,War,Hard,Simulation,What role did leadership play in World War I? (ID-525),strategic decision,1,8,Yes,1,Hard
Child,Intermediate,American Revolution,Revolution,Hard,Simulation,Describe key events of American Revolution (ID-637),strategic decision,0,35,No,3,Medium
Child,Intermediate,French Revolution,Revolution,Easy,Challenge,Describe key events of French Revolution (ID-18),historical explanation,0,23,Yes,2,Easy
Teen,Intermediate,French Revolution,Revolution,Medium,Challenge,What was the outcome of French Revolution? (ID-508),historical explanation,1,16,Yes,2,Hard
Adult,Advanced,American Revolution,Revolution,Easy,Simulation,Who were key figures in American Revolution? (ID-560),strategic decision,1,38,No,3,Medium
Adult,Beginner,Industrial Revolution,Culture,Hard,Quiz,What role did leadership play in Industrial Revolution? (ID-848),1789,0,35,No,3,Medium
Adult,Advanced,World War II,War,Easy,Challenge,How did World War II influence society? (ID-921),historical explanation,1,22,Yes,2,Medium
Teen,Intermediate,American Revolution,Revolution,Easy,Quiz,Describe key events of American Revolution (ID-773),1789,1,33,Yes,1,Medium
Child,Advanced,World War II,War,Easy,Quiz,Explain the impact of World War II (ID-372),1945,1,16,Yes,3,Medium
Child,Advanced,Ancient Egypt,Culture,Easy,Simulation,Why is Ancient Egypt important? (ID-1364),strategic decision,1,28,No,2,Medium
Child,Intermediate,World War I,War,Hard,Quiz,Explain the impact of World War I (ID-807),1914,0,15,No,2,Medium
Teen,Advanced,American Revolution,Revolution,Medium,Challenge,What role did leadership play in American Revolution? (ID-1471),historical explanation,1,6,Yes,2,Hard
Child,Advanced,Roman Empire,Politics,Easy,Quiz,What role did leadership play in Roman Empire? (ID-794),1945,1,11,No,1,Medium
Teen,Intermediate,American Revolution,Revolution,Easy,Simulation,Why is American Revolution important? (ID-1100),strategic decision,1,40,Yes,1,Medium
Adult,Beginner,American Revolution,Revolution,Hard,Quiz,What was the outcome of American Revolution? (ID-80),1914,0,28,No,1,Medium
Child,Beginner,World War I,War,Medium,Simulation,Who were key figures in World War I? (ID-792),strategic decision,1,23,Yes,3,Hard
Child,Intermediate,Roman Empire,Politics,Easy,Challenge,What caused Roman Empire? (ID-1138),historical explanation,1,25,No,3,Medium
Adult,Advanced,Industrial Revolution,Culture,Hard,Quiz,Describe key events of Industrial Revolution (ID-1466),1776,1,13,No,2,Hard
Adult,Beginner,Roman Empire,Politics,Medium,Simulation,How did Roman Empire influence society? (ID-474),strategic decision,0,15,Yes,2,Easy
Adult,Intermediate,World War II,War,Hard,Challenge,What were the consequences of World War II? (ID-668),historical explanation,1,33,No,1,Hard
Teen,Beginner,World War II,War,Medium,Simulation,What caused World War II? (ID-65),strategic decision,0,18,Yes,1,Easy
Child,Beginner,French Revolution,Revolution,Medium,Challenge,Explain the impact of French Revolution (ID-812),historical explanation,0,5,No,1,Easy
Child,Advanced,American Revolution,Revolution,Easy,Quiz,What caused American Revolution? (ID-1297),1939,1,12,No,1,Medium
Adult,Intermediate,Industrial Revolution,Culture,Hard,Quiz,What was the outcome of Industrial Revolution? (ID-103),1945,1,26,No,1,Hard
Teen,Beginner,Cold War,Politics,Hard,Challenge,What was the outcome of Cold War? (ID-698),historical explanation,1,22,Yes,1,Hard
Teen,Beginner,World War I,War,Easy,Simulation,Who were key figures in World War I? (ID-610),strategic decision,1,20,Yes,1,Medium
Adult,Intermediate,French Revolution,Revolution,Hard,Quiz,What caused French Revolution? (ID-442),1914,0,16,No,3,Medium
Teen,Advanced,American Revolution,Revolution,Medium,Challenge,When did American Revolution begin? (ID-802),historical explanation,1,19,No,3,Hard
Teen,Intermediate,Cold War,Politics,Medium,Quiz,When did Cold War begin? (ID-1459),1945,1,8,Yes,2,Hard
Adult,Intermediate,World War II,War,Easy,Quiz,What was the outcome of World War II? (ID-659),1914,1,27,No,2,Medium
Child,Advanced,Roman Empire,Politics,Easy,Challenge,How did Roman Empire influence society? (ID-697),historical explanation,1,5,Yes,2,Medium
Adult,Intermediate,World War II,War,Easy,Quiz,Explain the impact of World War II (ID-62),1789,1,14,Yes,2,Medium
Adult,Intermediate,Cold War,Politics,Hard,Quiz,Describe key events of Cold War (ID-826),1789,0,36,No,3,Medium
Teen,Intermediate,World War I,War,Medium,Simulation,What were the consequences of World War I? (ID-1077),strategic decision,0,29,No,3,Easy
Teen,Beginner,Indus Valley Civilization,Culture,Medium,Challenge,Explain the impact of Indus Valley Civilization (ID-69),historical explanation,0,37,No,2,Easy
Teen,Beginner,Industrial Revolution,Culture,Hard,Quiz,When did Industrial Revolution begin? (ID-1122),1776,1,11,Yes,3,Hard
Adult,Intermediate,Roman Empire,Politics,Easy,Challenge,What were the consequences of Roman Empire? (ID-1440),historical explanation,1,12,No,3,Medium
Teen,Intermediate,American Revolution,Revolution,Easy,Quiz,What were the consequences of American Revolution? (ID-724),1789,1,26,No,1,Medium
Adult,Beginner,Roman Empire,Politics,Medium,Simulation,Describe key events of Roman Empire (ID-889),strategic decision,0,24,Yes,3,Easy
Teen,Advanced,World War I,War,Hard,Simulation,Who were key figures in World War I? (ID-447),strategic decision,1,7,Yes,1,Hard
Adult,Beginner,Cold War,Politics,Hard,Simulation,What was the outcome of Cold War? (ID-660),strategic decision,1,40,Yes,1,Hard
Child,Advanced,French Revolution,Revolution,Medium,Simulation,What role did leadership play in French Revolution? (ID-419),strategic decision,1,13,No,3,Hard
Adult,Advanced,American Revolution,Revolution,Medium,Simulation,What was the outcome of American Revolution? (ID-629),strategic decision,0,35,Yes,1,Easy
Adult,Beginner,Indus Valley Civilization,Culture,Medium,Challenge,Explain the impact of Indus Valley Civilization (ID-777),historical explanation,1,6,Yes,2,Hard
Child,Beginner,American Revolution,Revolution,Hard,Challenge,Explain the impact of American Revolution (ID-1378),historical explanation,0,30,No,2,Medium
Child,Intermediate,World War II,War,Hard,Quiz,What was the outcome of World War II? (ID-531),1914,0,19,No,3,Medium
Teen,Beginner,French Revolution,Revolution,Easy,Challenge,Explain the impact of French Revolution (ID-845),historical explanation,1,7,Yes,2,Medium
Teen,Beginner,Industrial Revolution,Culture,Hard,Simulation,What role did leadership play in Industrial Revolution? (ID-41),strategic decision,1,13,Yes,3,Hard
Child,Intermediate,World War I,War,Medium,Challenge,What were the consequences of World War I? (ID-613),historical explanation,1,15,No,1,Hard
Teen,Advanced,Ancient Egypt,Culture,Easy,Quiz,What caused Ancient Egypt? (ID-1283),1776,1,16,No,2,Medium
Teen,Beginner,World War I,War,Hard,Challenge,When did World War I begin? (ID-417),historical explanation,1,34,No,1,Hard
Child,Intermediate,Industrial Revolution,Culture,Medium,Quiz,Who were key figures in Industrial Revolution? (ID-820),1914,1,7,Yes,3,Hard
Teen,Beginner,Cold War,Politics,Medium,Quiz,Describe key events of Cold War (ID-1491),1789,1,19,No,3,Hard
Teen,Intermediate,American Revolution,Revolution,Easy,Quiz,Explain the impact of American Revolution (ID-182),1789,1,40,Yes,3,Medium
Teen,Beginner,Cold War,Politics,Medium,Challenge,Explain the impact of Cold War (ID-542),historical explanation,0,28,Yes,1,Easy
Adult,Intermediate,American Revolution,Revolution,Medium,Quiz,What were the consequences of American Revolution? (ID-652),1776,1,21,No,1,Hard
Child,Advanced,Cold War,Politics,Easy,Simulation,Describe key events of Cold War (ID-788),strategic decision,1,8,No,1,Medium
Adult,Intermediate,World War II,War,Easy,Simulation,When did World War II begin? (ID-590),strategic decision,1,12,No,2,Medium
Child,Advanced,Industrial Revolution,Culture,Hard,Quiz,Describe key events of Industrial Revolution (ID-678),1789,1,13,Yes,3,Hard
Teen,Intermediate,French Revolution,Revolution,Easy,Quiz,Why is French Revolution important? (ID-976),1914,1,10,No,2,Medium
Child,Advanced,Ancient Egypt,Culture,Medium,Simulation,What was the outcome of Ancient Egypt? (ID-1046),strategic decision,1,19,Yes,1,Hard
Teen,Beginner,Roman Empire,Politics,Easy,Challenge,Who were key figures in Roman Empire? (ID-1323),historical explanation,0,23,Yes,3,Easy
Child,Beginner,Indus Valley Civilization,Culture,Hard,Quiz,What caused Indus Valley Civilization? (ID-1372),1789,0,38,No,3,Medium
Child,Intermediate,Cold War,Politics,Hard,Challenge,What role did leadership play in Cold War? (ID-645),historical explanation,0,30,No,1,Medium
Teen,Beginner,American Revolution,Revolution,Easy,Simulation,What caused American Revolution? (ID-1082),strategic decision,1,28,No,1,Medium
Child,Beginner,Ancient Egypt,Culture,Hard,Quiz,What role did leadership play in Ancient Egypt? (ID-609),1789,0,36,Yes,1,Medium
Adult,Beginner,Cold War,Politics,Easy,Quiz,What were the consequences of Cold War? (ID-22),1939,1,38,No,2,Medium
Adult,Intermediate,Cold War,Politics,Hard,Quiz,What caused Cold War? (ID-1280),1914,0,37,Yes,2,Medium
Child,Beginner,Ancient Egypt,Culture,Easy,Challenge,How did Ancient Egypt influence society? (ID-1087),historical explanation,1,35,No,1,Medium
Teen,Intermediate,Ancient Egypt,Culture,Medium,Quiz,When did Ancient Egypt begin? (ID-189),1789,0,18,No,2,Easy
Adult,Advanced,Ancient Egypt,Culture,Hard,Challenge,Describe key events of Ancient Egypt (ID-682),historical explanation,1,19,Yes,3,Hard
Teen,Beginner,French Revolution,Revolution,Hard,Simulation,Explain the impact of French Revolution (ID-1294),strategic decision,0,12,No,2,Medium
Adult,Advanced,French Revolution,Revolution,Hard,Quiz,Explain the impact of French Revolution (ID-1167),1914,1,26,Yes,2,Hard
Teen,Beginner,Cold War,Politics,Medium,Simulation,Describe key events of Cold War (ID-1491),strategic decision,1,7,No,2,Hard
Teen,Beginner,French Revolution,Revolution,Hard,Simulation,Who were key figures in French Revolution? (ID-318),strategic decision,1,7,Yes,1,Hard
Adult,Advanced,World War II,War,Hard,Simulation,When did World War II begin? (ID-602),strategic decision,1,24,Yes,1,Hard
Child,Advanced,Industrial Revolution,Culture,Hard,Simulation,When did Industrial Revolution begin? (ID-225),strategic decision,0,22,Yes,3,Medium
Child,Advanced,World War II,War,Medium,Simulation,How did World War II influence society? (ID-551),strategic decision,1,18,No,3,Hard
Teen,Beginner,World War I,War,Hard,Challenge,What role did leadership play in World War I? (ID-1498),historical explanation,0,16,No,1,Medium
Adult,Intermediate,World War II,War,Easy,Simulation,What role did leadership play in World War II? (ID-1239),strategic decision,1,25,Yes,2,Medium
Child,Advanced,French Revolution,Revolution,Hard,Simulation,Describe key events of French Revolution (ID-18),strategic decision,0,26,No,3,Medium
Adult,Advanced,American Revolution,Revolution,Easy,Challenge,Describe key events of American Revolution (ID-739),historical explanation,1,7,Yes,2,Medium
